"Name","HR","H","AB","RBI","Team","salary_millions","salary_source","estimated_war","value_score","vs_pct","status"
"Junior Caminero",35,136,493,82,"TB",0.7948,"spotrac",0.898,1.1298439859084,1,"Undervalued"
"Jordan Walker",27,143,495,96,"STL",0.7994,"spotrac",0.807,1.00950713034776,0.997950819672131,"Undervalued"
"Yandy Díaz",19,150,490,72,NA,0.72,"league_minimum_default",0.716,0.994444444444444,0.995901639344262,"Undervalued"
"Luis García Jr.",26,116,416,82,NA,0.72,"league_minimum_default",0.712,0.988888888888889,0.993852459016393,"Undervalued"
"Sal Stewart",27,130,497,97,"CIN",0.7815,"spotrac",0.768,0.982725527831094,0.991803278688525,"Undervalued"
"Hunter Goodman",34,104,414,69,"COL",0.81,"spotrac",0.788,0.972839506172839,0.989754098360656,"Undervalued"
"Ben Rice",34,114,460,80,"NYY",0.8458,"spotrac",0.818,0.967131709624024,0.987704918032787,"Undervalued"
"James Wood",30,116,437,73,"WSH",0.8069,"spotrac",0.768,0.951790804312802,0.985655737704918,"Undervalued"
"Miguel Vargas",29,115,470,74,"CHW",0.8057,"spotrac",0.751,0.932108725332009,0.983606557377049,"Undervalued"
"Andy Pages",21,134,493,80,"LAD",0.8,"spotrac",0.696,0.87,0.98155737704918,"Undervalued"
"Julio Rodríguez",19,117,468,53,NA,0.72,"league_minimum_default",0.617,0.856944444444445,0.979508196721312,"Undervalued"
"Dillon Dingler",26,116,459,82,"DET",0.8349,"spotrac",0.712,0.852796742124805,0.977459016393443,"Undervalued"
"Jac Caglianone",22,120,434,60,"KC",0.784,"spotrac",0.668,0.852040816326531,0.975409836065574,"Undervalued"
"Colson Montgomery",27,99,461,72,"CHW",0.7985,"spotrac",0.675,0.84533500313087,0.973360655737705,"Undervalued"
"Wilyer Abreu",22,124,480,69,"BOS",0.81,"spotrac",0.68,0.839506172839506,0.971311475409836,"Undervalued"
"Elly De La Cruz",21,115,438,58,"CIN",0.8,"spotrac",0.639,0.79875,0.969262295081967,"Undervalued"
"Drake Baldwin",21,112,418,63,"ATL",0.8,"spotrac",0.63,0.7875,0.967213114754098,"Undervalued"
"TJ Rumfield",13,128,444,60,NA,0.72,"league_minimum_default",0.566,0.786111111111111,0.965163934426229,"Undervalued"
"Carson Benge",16,129,468,53,"NYM",0.78,"spotrac",0.611,0.783333333333333,0.963114754098361,"Undervalued"
"Jonathan Aranda",15,133,475,76,"TB",0.7964,"spotrac",0.609,0.764691109994977,0.961065573770492,"Undervalued"
"Iván Herrera",14,118,488,53,NA,0.72,"league_minimum_default",0.55,0.763888888888889,0.959016393442623,"Undervalued"
"Brooks Lee",19,113,458,68,"MIN",0.79305,"spotrac",0.605,0.762877498266187,0.956967213114754,"Undervalued"
"Casey Schmitt",21,105,387,55,"SF",0.81,"spotrac",0.609,0.751851851851852,0.954918032786885,"Undervalued"
"Kody Clemens",21,100,418,64,"MIN",0.8039,"spotrac",0.594,0.73889787286976,0.952868852459016,"Undervalued"
"Liam Hicks",17,113,399,72,"TB",0.79,"spotrac",0.577,0.730379746835443,0.950819672131147,"Undervalued"
"Otto Lopez",9,155,505,57,"MIA",0.8105,"spotrac",0.591,0.729179518815546,0.948770491803279,"Undervalued"
"Daylen Lile",15,120,495,66,"WSH",0.786,"spotrac",0.57,0.725190839694656,0.94672131147541,"Undervalued"
