"Name","HR","H","AB","RBI","Team","salary_millions","salary_source","estimated_war","value_score","vs_pct","status"
"Junior Caminero",35,137,496,83,"TB",0.7948,"spotrac",0.901,1.13361852038249,1,"Undervalued"
"Jordan Walker",27,144,499,96,"STL",0.7994,"spotrac",0.81,1.01325994495872,0.997955010224949,"Undervalued"
"Yandy Díaz",19,151,494,72,NA,0.72,"league_minimum_default",0.719,0.998611111111111,0.995910020449898,"Undervalued"
"Sal Stewart",27,132,502,98,"CIN",0.7815,"spotrac",0.774,0.990403071017275,0.993865030674847,"Undervalued"
"Luis García Jr.",26,116,419,82,NA,0.72,"league_minimum_default",0.712,0.988888888888889,0.991820040899795,"Undervalued"
"Ben Rice",34,116,465,82,"NYY",0.8458,"spotrac",0.824,0.974225585244739,0.989775051124744,"Undervalued"
"Hunter Goodman",34,104,414,69,"COL",0.81,"spotrac",0.788,0.972839506172839,0.987730061349693,"Undervalued"
"James Wood",30,116,437,73,"WSH",0.8069,"spotrac",0.768,0.951790804312802,0.985685071574642,"Undervalued"
"Miguel Vargas",29,116,473,74,"CHW",0.8057,"spotrac",0.754,0.935832195606305,0.983640081799591,"Undervalued"
"Andy Pages",21,134,493,80,"LAD",0.8,"spotrac",0.696,0.87,0.98159509202454,"Undervalued"
"Julio Rodríguez",19,117,472,53,NA,0.72,"league_minimum_default",0.617,0.856944444444445,0.979550102249489,"Undervalued"
"Dillon Dingler",26,116,459,82,"DET",0.8349,"spotrac",0.712,0.852796742124805,0.977505112474438,"Undervalued"
"Jac Caglianone",22,120,434,60,"KC",0.784,"spotrac",0.668,0.852040816326531,0.975460122699387,"Undervalued"
"Colson Montgomery",27,99,465,72,"CHW",0.7985,"spotrac",0.675,0.84533500313087,0.973415132924335,"Undervalued"
"Wilyer Abreu",22,124,484,69,"BOS",0.81,"spotrac",0.68,0.839506172839506,0.971370143149284,"Undervalued"
"Elly De La Cruz",21,116,443,58,"CIN",0.8,"spotrac",0.642,0.8025,0.969325153374233,"Undervalued"
"Drake Baldwin",21,113,422,63,"ATL",0.8,"spotrac",0.633,0.79125,0.967280163599182,"Undervalued"
"Carson Benge",16,131,472,53,"NYM",0.78,"spotrac",0.617,0.791025641025641,0.965235173824131,"Undervalued"
"TJ Rumfield",13,128,446,60,NA,0.72,"league_minimum_default",0.566,0.786111111111111,0.96319018404908,"Undervalued"
"Brooks Lee",20,114,461,69,"MIN",0.79305,"spotrac",0.622,0.784313725490196,0.961145194274029,"Undervalued"
"Jonathan Aranda",15,134,479,76,"TB",0.7964,"spotrac",0.612,0.768458061275741,0.959100204498977,"Undervalued"
"Iván Herrera",14,119,491,53,NA,0.72,"league_minimum_default",0.553,0.768055555555555,0.957055214723926,"Undervalued"
"Casey Schmitt",21,105,387,55,"SF",0.81,"spotrac",0.609,0.751851851851852,0.955010224948875,"Undervalued"
"Kody Clemens",21,100,421,64,"MIN",0.8039,"spotrac",0.594,0.73889787286976,0.952965235173824,"Undervalued"
"Jazz Chisholm Jr.",18,93,423,51,NA,0.72,"league_minimum_default",0.531,0.7375,0.950920245398773,"Undervalued"
"Liam Hicks",17,114,402,72,"TB",0.79,"spotrac",0.58,0.734177215189873,0.948875255623722,"Undervalued"
"Otto Lopez",9,155,507,58,"MIA",0.8105,"spotrac",0.591,0.729179518815546,0.946830265848671,"Undervalued"
"Daylen Lile",15,121,499,66,"WSH",0.786,"spotrac",0.573,0.729007633587786,0.94478527607362,"Undervalued"
"Cole Young",15,120,479,56,"SEA",0.7861,"spotrac",0.57,0.725098587965908,0.942740286298569,"Undervalued"
"Nick Kurtz",21,90,352,69,"ATH",0.785,"spotrac",0.564,0.718471337579618,0.940695296523517,"Undervalued"
"Mauricio Dubón",10,124,462,62,NA,0.72,"league_minimum_default",0.512,0.711111111111111,0.938650306748466,"Undervalued"
"Chase DeLauter",13,119,413,59,"CLE",0.78,"spotrac",0.539,0.691025641025641,0.936605316973415,"Undervalued"
"Chase Meidroth",12,125,464,49,"CHW",0.7891,"spotrac",0.543,0.68812571283741,0.934560327198364,"Undervalued"
"Michael Busch",16,120,491,65,"CHC",0.86,"spotrac",0.584,0.67906976744186,0.932515337423313,"Undervalued"
"Heriberto Hernández",19,74,324,53,NA,0.72,"league_minimum_default",0.488,0.677777777777778,0.930470347648262,"Undervalued"
"Dominic Canzone",19,91,355,56,"SEA",0.7966,"spotrac",0.539,0.676625659050967,0.928425357873211,"Undervalued"
"Carter Jensen",17,93,425,57,"KC",0.78115,"spotrac",0.517,0.661844716123664,0.926380368098159,"Undervalued"
"Jeremy Peña",14,91,320,41,NA,0.72,"league_minimum_default",0.469,0.651388888888889,0.924335378323108,"Undervalued"
"Eugenio Suárez",18,72,348,53,NA,0.72,"league_minimum_default",0.468,0.65,0.922290388548057,"Undervalued"
"Nick Gonzales",6,142,463,55,"PIT",0.8016,"spotrac",0.51,0.63622754491018,0.920245398773006,"Undervalued"
"Cam Smith",17,90,418,48,"HOU",0.8099,"spotrac",0.508,0.627237930608717,0.918200408997955,"Undervalued"
"Xavier Edwards",6,136,477,49,"MIA",0.804,"spotrac",0.492,0.611940298507463,0.916155419222904,"Undervalued"
