"Name","HR","H","AB","RBI","Team","salary_millions","salary_source","estimated_war","value_score","vs_pct","status"
"Junior Caminero",37,146,518,87,"TB",0.7948,"spotrac",0.956,1.20281831907398,1,"Undervalued"
"Sal Stewart",31,140,526,105,"CIN",0.7815,"spotrac",0.854,1.09277031349968,0.997991967871486,"Undervalued"
"Luis García Jr.",28,127,442,88,NA,0.72,"league_minimum_default",0.773,1.07361111111111,0.995983935742972,"Undervalued"
"Yandy Díaz",20,157,518,75,NA,0.72,"league_minimum_default",0.751,1.04305555555556,0.993975903614458,"Undervalued"
"Hunter Goodman",36,111,437,73,"COL",0.81,"spotrac",0.837,1.03333333333333,0.991967871485944,"Undervalued"
"Jordan Walker",27,149,522,97,"STL",0.7994,"spotrac",0.825,1.03202401801351,0.98995983935743,"Undervalued"
"Ben Rice",35,124,488,86,"NYY",0.8458,"spotrac",0.862,1.01915346417593,0.987951807228916,"Undervalued"
"Miguel Vargas",29,123,494,76,"CHW",0.8057,"spotrac",0.775,0.961896487526375,0.985943775100402,"Undervalued"
"James Wood",30,116,437,73,"WSH",0.8069,"spotrac",0.768,0.951790804312802,0.983935742971888,"Undervalued"
"Jac Caglianone",23,130,457,66,"KC",0.784,"spotrac",0.712,0.908163265306122,0.981927710843373,"Undervalued"
"Julio Rodríguez",20,121,496,56,NA,0.72,"league_minimum_default",0.643,0.893055555555556,0.979919678714859,"Undervalued"
"Wilyer Abreu",23,131,510,70,"BOS",0.81,"spotrac",0.715,0.882716049382716,0.977911646586345,"Undervalued"
"Colson Montgomery",28,102,484,76,"CHW",0.7985,"spotrac",0.698,0.874139010644959,0.975903614457831,"Undervalued"
"Andy Pages",21,134,493,80,"LAD",0.8,"spotrac",0.696,0.87,0.973895582329317,"Undervalued"
"Dillon Dingler",26,120,479,82,"DET",0.8349,"spotrac",0.724,0.867169720924662,0.971887550200803,"Undervalued"
"Drake Baldwin",22,124,448,67,"ATL",0.8,"spotrac",0.68,0.85,0.969879518072289,"Undervalued"
"Brooks Lee",22,121,487,73,"MIN",0.79305,"spotrac",0.671,0.846100498077044,0.967871485943775,"Undervalued"
"Elly De La Cruz",21,127,468,60,"CIN",0.8,"spotrac",0.675,0.84375,0.965863453815261,"Undervalued"
"Jonathan Aranda",17,140,503,79,"TB",0.7964,"spotrac",0.658,0.826217980914113,0.963855421686747,"Undervalued"
"Daylen Lile",18,132,523,76,"WSH",0.786,"spotrac",0.648,0.824427480916031,0.961847389558233,"Undervalued"
"TJ Rumfield",13,135,467,61,NA,0.72,"league_minimum_default",0.587,0.815277777777778,0.959839357429719,"Undervalued"
"Carson Benge",16,137,495,54,"NYM",0.78,"spotrac",0.635,0.814102564102564,0.957831325301205,"Undervalued"
"Iván Herrera",14,125,514,55,NA,0.72,"league_minimum_default",0.571,0.793055555555556,0.955823293172691,"Undervalued"
"Otto Lopez",10,163,534,61,"MIA",0.8105,"spotrac",0.629,0.776064157927205,0.953815261044177,"Undervalued"
"Kody Clemens",22,105,444,67,"MIN",0.8039,"spotrac",0.623,0.77497201144421,0.951807228915663,"Undervalued"
