"Name","HR","H","AB","RBI","Team","salary_millions","salary_source","estimated_war","value_score","vs_pct","status"
"Junior Caminero",41,164,592,97,"TB",0.7948,"spotrac",1.066,1.34121791645697,1,"Undervalued"
"Sal Stewart",32,160,598,110,"CIN",0.7815,"spotrac",0.928,1.18746001279591,0.998062015503876,"Undervalued"
"Luis García Jr.",30,141,502,91,NA,0.72,"league_minimum_default",0.843,1.17083333333333,0.996124031007752,"Undervalued"
"Ben Rice",39,144,551,95,"NYY",0.8458,"spotrac",0.978,1.1563017261764,0.994186046511628,"Undervalued"
"Yandy Díaz",22,173,593,81,NA,0.72,"league_minimum_default",0.827,1.14861111111111,0.992248062015504,"Undervalued"
"Hunter Goodman",39,121,494,82,"COL",0.81,"spotrac",0.909,1.12222222222222,0.99031007751938,"Undervalued"
"Miguel Vargas",33,143,570,88,"CHW",0.8057,"spotrac",0.891,1.10587067146581,0.988372093023256,"Undervalued"
"Jordan Walker",28,161,587,100,"STL",0.7994,"spotrac",0.875,1.09457092819615,0.986434108527132,"Undervalued"
"Elly De La Cruz",28,153,536,74,"CIN",0.8,"spotrac",0.851,1.06375,0.984496124031008,"Undervalued"
"James Wood",30,130,491,76,"WSH",0.8069,"spotrac",0.81,1.00384186392366,0.982558139534884,"Undervalued"
"Julio Rodríguez",21,140,575,66,NA,0.72,"league_minimum_default",0.714,0.991666666666667,0.98062015503876,"Undervalued"
"Drake Baldwin",24,149,528,77,"ATL",0.8,"spotrac",0.783,0.97875,0.978682170542636,"Undervalued"
"Jonathan Aranda",22,156,563,92,"TB",0.7964,"spotrac",0.776,0.974384731290808,0.976744186046512,"Undervalued"
"Colson Montgomery",31,112,546,87,"CHW",0.7985,"spotrac",0.77,0.964308077645585,0.974806201550388,"Undervalued"
"TJ Rumfield",15,159,530,70,NA,0.72,"league_minimum_default",0.687,0.954166666666666,0.972868217054264,"Undervalued"
"Iván Herrera",18,144,583,68,NA,0.72,"league_minimum_default",0.684,0.95,0.970930232558139,"Undervalued"
"Daylen Lile",22,146,582,88,"WSH",0.786,"spotrac",0.746,0.94910941475827,0.968992248062015,"Undervalued"
"Wilyer Abreu",24,144,574,74,"BOS",0.81,"spotrac",0.768,0.948148148148148,0.967054263565892,"Undervalued"
"Carson Benge",19,157,570,61,"NYM",0.78,"spotrac",0.737,0.944871794871795,0.965116279069767,"Undervalued"
"Brooks Lee",23,142,561,81,"MIN",0.79305,"spotrac",0.748,0.943193997856377,0.963178294573643,"Undervalued"
"Jac Caglianone",23,138,490,71,"KC",0.784,"spotrac",0.736,0.938775510204082,0.961240310077519,"Undervalued"
"Dillon Dingler",27,130,536,89,"DET",0.8349,"spotrac",0.768,0.919870643190801,0.959302325581395,"Undervalued"
"Kody Clemens",26,121,509,76,"MIN",0.8039,"spotrac",0.727,0.904341335987063,0.957364341085271,"Undervalued"
"Carter Jensen",25,118,507,76,"KC",0.78115,"spotrac",0.704,0.90123535812584,0.955426356589147,"Undervalued"
"Otto Lopez",11,185,607,71,"MIA",0.8105,"spotrac",0.709,0.874768661320173,0.953488372093023,"Undervalued"
"Jeremy Peña",20,116,422,51,NA,0.72,"league_minimum_default",0.628,0.872222222222222,0.951550387596899,"Undervalued"
"Heriberto Hernández",24,97,425,64,NA,0.72,"league_minimum_default",0.627,0.870833333333333,0.949612403100775,"Undervalued"
"Andy Pages",21,134,493,80,"LAD",0.8,"spotrac",0.696,0.87,0.947674418604651,"Undervalued"
"Mauricio Dubón",11,151,553,70,NA,0.72,"league_minimum_default",0.607,0.843055555555556,0.945736434108527,"Undervalued"
"Dominic Canzone",22,118,452,72,"SEA",0.7966,"spotrac",0.662,0.831031885513432,0.943798449612403,"Undervalued"
"Eugenio Suárez",24,87,416,69,NA,0.72,"league_minimum_default",0.597,0.829166666666666,0.941860465116279,"Undervalued"
"Chase Meidroth",15,148,553,58,"CHW",0.7891,"spotrac",0.654,0.828792295019643,0.939922480620155,"Undervalued"
"Cole Young",17,137,558,65,"SEA",0.7861,"spotrac",0.649,0.825594708052411,0.937984496124031,"Undervalued"
"Liam Hicks",18,132,459,81,"TB",0.79,"spotrac",0.648,0.820253164556962,0.936046511627907,"Undervalued"
"Jazz Chisholm Jr.",19,107,461,55,NA,0.72,"league_minimum_default",0.587,0.815277777777778,0.934108527131783,"Undervalued"
"Ronald Acuña Jr.",20,102,393,55,NA,0.72,"league_minimum_default",0.586,0.813888888888889,0.932170542635659,"Undervalued"
"Michael Busch",20,138,578,77,"CHC",0.86,"spotrac",0.694,0.806976744186047,0.930232558139535,"Undervalued"
"Chase DeLauter",15,138,475,65,"CLE",0.78,"spotrac",0.624,0.8,0.928294573643411,"Undervalued"
"Coby Mayo",24,90,393,63,"BAL",0.7908,"spotrac",0.606,0.766312594840668,0.926356589147287,"Undervalued"
"Teoscar Hernández",15,112,421,63,NA,0.72,"league_minimum_default",0.546,0.758333333333333,0.924418604651163,"Undervalued"
"Casey Schmitt",21,105,387,55,"SF",0.81,"spotrac",0.609,0.751851851851852,0.922480620155039,"Undervalued"
"Cam Smith",20,102,489,54,"HOU",0.8099,"spotrac",0.586,0.723546116804544,0.920542635658915,"Undervalued"
"Kyle Stowers",19,104,438,61,"MIA",0.8042,"spotrac",0.578,0.718726684904253,0.918604651162791,"Undervalued"
"Nick Kurtz",21,90,352,69,"ATH",0.785,"spotrac",0.564,0.718471337579618,0.916666666666667,"Undervalued"
